link_id,tick,self_reported_latency_ms,measured_latency_ms,planet_a,planet_b,latency_difference,absolute_difference,latency_ratio,percentage_error,trust_score,hist_mean_trust,hist_std_trust,hist_mean_latency_diff
Caelum-Fenix,63,856712.252,840601.127,Caelum,Fenix,-16111.125,16111.125,0.9811942400002002,1.92,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Elysium,221,237801.924,241642.837,Boreas,Elysium,3840.9130000000005,3840.9130000000005,1.0161517322290463,1.59,0.9844,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Elysium-Fenix,178,320749.387,333328.206,Elysium,Fenix,12578.819000000018,12578.819000000018,1.0392169697272096,3.77,0.9636,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Elysium,379,230964.583,122108.388,Boreas,Elysium,-108856.195,108856.195,0.5286887990095,89.15,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Aegis-Elysium,447,113348.154,169353.857,Aegis,Elysium,56005.702999999994,56005.702999999994,1.4941033534608776,33.07,0.7515,0.7958968831168831,0.13151929136319288,77214.95699135585
Aegis-Boreas,342,67492.07,70569.811,Aegis,Boreas,3077.7409999999945,3077.7409999999945,1.0456015202971252,4.36,0.9582,0.9849621693121693,0.03408513950102227,-4121.568080328588
Caelum-Elysium,104,178291.845,177064.754,Caelum,Elysium,-1227.091000000015,1227.091000000015,0.9931175147130257,0.69,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Boreas-Fenix,27,622453.436,623845.039,Boreas,Fenix,1391.6030000000028,1391.6030000000028,1.0022356740593203,0.22,0.9978,0.8068014354066986,0.13514659878591953,61601.108196475456
Aegis-Dawn,227,167467.006,175075.774,Aegis,Dawn,7608.768000000011,7608.768000000011,1.0454344302303942,4.35,0.9584,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Dawn-Elysium,222,142273.441,139815.628,Dawn,Elysium,-2457.8129999999946,2457.8129999999946,0.9827247237240857,1.76,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Aegis-Dawn,476,120269.087,123311.836,Aegis,Dawn,3042.748999999996,3042.748999999996,1.0252995102556985,2.47,0.9759,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Elysium,114,124284.261,129475.388,Caelum,Elysium,5191.127000000008,5191.127000000008,1.0417681769053606,4.01,0.9615,0.9780398457583547,0.06003094589396874,1753.5802267796134
Caelum-Fenix,161,136219.469,137375.147,Caelum,Fenix,1155.6779999999853,1155.6779999999853,1.0084839414548004,0.84,0.9917,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Dawn,428,83255.433,81267.53,Boreas,Dawn,-1987.9030000000057,1987.9030000000057,0.9761228435386312,2.45,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Elysium,194,294686.599,292144.403,Caelum,Elysium,-2542.1959999999963,2542.1959999999963,0.9913732215559623,0.87,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Elysium-Fenix,260,285386.328,298387.945,Elysium,Fenix,13001.617000000027,13001.617000000027,1.0455579532877974,4.36,0.9582,0.9777570719602977,0.055399164086247815,4312.254361379141
Aegis-Elysium,299,208335.838,209758.465,Aegis,Elysium,1422.6270000000077,1422.6270000000077,1.0068285275047109,0.68,0.9933,0.7958968831168831,0.13151929136319288,77214.95699135585
Caelum-Fenix,173,525169.224,505248.38,Caelum,Fenix,-19920.84400000004,19920.84400000004,0.9620677619905617,3.94,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Elysium-Fenix,8,265744.755,260573.822,Elysium,Fenix,-5170.933000000019,5170.933000000019,0.9805417307295491,1.98,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Aegis-Dawn,160,181051.24749094708,132055.536,Aegis,Dawn,-48995.711490947084,48995.711490947084,0.7293820828635993,37.1,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Boreas-Dawn,290,74871.464,75396.078,Boreas,Dawn,524.6139999999868,524.6139999999868,1.0070068617864876,0.7,0.9931,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Dawn,390,113781.241,115140.92,Caelum,Dawn,1359.6790000000037,1359.6790000000037,1.0119499399729697,1.18,0.9883,0.9804744471744471,0.05446466415035868,-6484.057433327288
Elysium-Fenix,433,326366.54,341486.288,Elysium,Fenix,15119.748000000021,15119.748000000021,1.0463275064900954,4.43,0.9576,0.9777570719602977,0.055399164086247815,4312.254361379141
Aegis-Boreas,493,181051.24749094708,76445.115,Aegis,Boreas,-104606.13249094707,104606.13249094707,0.4222291536755217,136.84,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Caelum-Dawn,112,272335.165,266050.767,Caelum,Dawn,-6284.3979999999865,6284.3979999999865,0.9769240303579598,2.36,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Dawn-Elysium,402,146047.453,139272.466,Dawn,Elysium,-6774.987000000023,6774.987000000023,0.9536110568117883,4.86,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Dawn-Elysium,489,147691.864,152272.179,Dawn,Elysium,4580.315000000002,4580.315000000002,1.031012642646314,3.01,0.9708,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Caelum-Elysium,326,146583.073,140838.481,Caelum,Elysium,-5744.592000000004,5744.592000000004,0.9608099906596992,4.08,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Elysium-Fenix,22,185681.718,193000.135,Elysium,Fenix,7318.417000000016,7318.417000000016,1.039413772550295,3.79,0.9635,0.9777570719602977,0.055399164086247815,4312.254361379141
Aegis-Elysium,85,103791.793,159823.777,Aegis,Elysium,56031.984,56031.984,1.5398498511341836,35.06,0.7404,0.7958968831168831,0.13151929136319288,77214.95699135585
Elysium-Fenix,162,238480.559,249542.025,Elysium,Fenix,11061.465999999986,11061.465999999986,1.046383093223125,4.43,0.9576,0.9777570719602977,0.055399164086247815,4312.254361379141
Aegis-Dawn,194,161868.018,157526.792,Aegis,Dawn,-4341.226000000024,4341.226000000024,0.9731804586623157,2.76,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Aegis-Elysium,278,224638.867,235547.399,Aegis,Elysium,10908.532000000007,10908.532000000007,1.0485603054612984,4.63,0.9557,0.7958968831168831,0.13151929136319288,77214.95699135585
Caelum-Fenix,229,244871.483,252618.537,Caelum,Fenix,7747.054000000004,7747.054000000004,1.0316372241679117,3.07,0.9702,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Dawn,121,120051.218,122010.056,Boreas,Dawn,1958.8380000000034,1958.8380000000034,1.0163166857665702,1.61,0.9842,0.9791679389312977,0.052929740107363066,-992.1216852668913
Boreas-Fenix,61,207087.501,201403.129,Boreas,Fenix,-5684.372000000003,5684.372000000003,0.9725508687267417,2.82,1.0,0.8068014354066986,0.13514659878591953,61601.108196475456
Dawn-Fenix,184,167150.57,167505.215,Dawn,Fenix,354.6449999999895,354.6449999999895,1.002121709785375,0.21,0.9979,0.9823136476426799,0.04646098172906777,-362.5543768567232
Caelum-Fenix,8,179257.621,179137.276,Caelum,Fenix,-120.34500000000116,120.34500000000116,0.9993286477900987,0.07,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Boreas,67,143866.493,146355.179,Aegis,Boreas,2488.686000000016,2488.686000000016,1.0172985797325302,1.7,0.9833,0.9849621693121693,0.03408513950102227,-4121.568080328588
Caelum-Fenix,82,157142.563,165245.834,Caelum,Fenix,8103.271000000008,8103.271000000008,1.0515663665228625,4.9,0.9533,0.9796862650602409,0.04873557984945812,1731.907948738127
Dawn-Elysium,337,148776.762,143728.364,Dawn,Elysium,-5048.3979999999865,5048.3979999999865,0.9660672948373484,3.51,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Boreas-Elysium,269,1443907.537,1455502.693,Boreas,Elysium,11595.155999999959,11595.155999999959,1.0080304006336107,0.8,0.9921,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Elysium-Fenix,279,230544.753,224124.756,Elysium,Fenix,-6419.997000000003,6419.997000000003,0.9721529251199224,2.86,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Dawn-Elysium,225,240183.863,237551.277,Dawn,Elysium,-2632.5860000000102,2632.5860000000102,0.9890392886219836,1.11,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Aegis-Dawn,320,118848.929,119892.534,Aegis,Dawn,1043.604999999996,1043.604999999996,1.0087809373528305,0.87,0.9914,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Aegis-Elysium,226,110968.626,195341.773,Aegis,Elysium,84373.14699999998,84373.14699999998,1.7603333486349555,43.19,0.6984,0.7958968831168831,0.13151929136319288,77214.95699135585
Boreas-Dawn,177,110818.295,111137.384,Boreas,Dawn,319.0890000000072,319.0890000000072,1.002879389183889,0.29,0.9971,0.9791679389312977,0.052929740107363066,-992.1216852668913
Dawn-Fenix,11,70304.187,71205.777,Dawn,Fenix,901.5899999999965,901.5899999999965,1.0128241295216172,1.27,0.9875,0.9823136476426799,0.04646098172906777,-362.5543768567232
Boreas-Fenix,367,473730.571,494142.417,Boreas,Fenix,20411.84600000002,20411.84600000002,1.0430874578284288,4.13,0.9603,0.8068014354066986,0.13514659878591953,61601.108196475456
Caelum-Fenix,376,103205.48,106812.707,Caelum,Fenix,3607.226999999999,3607.226999999999,1.0349518940273326,3.38,0.9673,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Elysium,367,126826.805,124865.592,Boreas,Elysium,-1961.2129999999888,1961.2129999999888,0.9845362894697222,1.57,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Caelum-Fenix,25,158060.996,157682.883,Caelum,Fenix,-378.1130000000121,378.1130000000121,0.9976078032559025,0.24,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Caelum-Elysium,421,436678.584,416715.575,Caelum,Elysium,-19963.00899999996,19963.00899999996,0.9542844331472872,4.79,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Boreas-Fenix,12,148489.23,156130.957,Boreas,Fenix,7641.726999999984,7641.726999999984,1.0514631734570916,4.89,0.9533,0.8068014354066986,0.13514659878591953,61601.108196475456
Boreas-Fenix,223,378594.21,397252.895,Boreas,Fenix,18658.684999999998,18658.684999999998,1.049284126664272,4.7,0.9551,0.8068014354066986,0.13514659878591953,61601.108196475456
Dawn-Fenix,343,70811.734,68111.647,Dawn,Fenix,-2700.0869999999995,2700.0869999999995,0.9618694975044673,3.96,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Dawn-Fenix,451,140988.773,145549.876,Dawn,Fenix,4561.103000000003,4561.103000000003,1.0323508241326422,3.13,0.9696,0.9823136476426799,0.04646098172906777,-362.5543768567232
Caelum-Fenix,434,139610.362,143785.581,Caelum,Fenix,4175.219000000012,4175.219000000012,1.0299062257284313,2.9,0.9718,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Elysium,143,144666.549,297391.304,Aegis,Elysium,152724.755,152724.755,2.0557019300985746,51.35,0.6607,0.7958968831168831,0.13151929136319288,77214.95699135585
Aegis-Boreas,397,100028.342,104140.766,Aegis,Boreas,4112.423999999999,4112.423999999999,1.0411125878703458,3.95,0.962,0.9849621693121693,0.03408513950102227,-4121.568080328588
Aegis-Dawn,286,112884.591,114643.99,Aegis,Dawn,1759.399000000005,1759.399000000005,1.0155858207432404,1.53,0.9849,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Dawn-Fenix,139,213791.901,75535.587,Dawn,Fenix,-138256.314,138256.314,0.3533136037739802,183.03,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Caelum-Elysium,407,244134.647,233747.207,Caelum,Elysium,-10387.440000000002,10387.440000000002,0.9574520039345337,4.44,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Aegis-Elysium,398,89120.877,159303.901,Aegis,Elysium,70183.02400000002,70183.02400000002,1.787503740565749,44.06,0.6942,0.7958968831168831,0.13151929136319288,77214.95699135585
Boreas-Dawn,159,79088.042,75735.038,Boreas,Dawn,-3353.004000000001,3353.004000000001,0.957604159678147,4.43,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Elysium-Fenix,235,469789.545,488440.811,Elysium,Fenix,18651.266000000003,18651.266000000003,1.0397013220036644,3.82,0.9632,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Elysium,220,154082.005,152592.207,Boreas,Elysium,-1489.7980000000098,1489.7980000000098,0.9903311356832356,0.98,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Aegis-Dawn,479,120174.231,119619.55,Aegis,Dawn,-554.6809999999969,554.6809999999969,0.9953843598965905,0.46,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Boreas-Elysium,331,40458.978,100457.611,Boreas,Elysium,59998.633,59998.633,2.4829497917619174,59.73,0.6261,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Aegis-Elysium,298,82350.158,154481.726,Aegis,Elysium,72131.568,72131.568,1.8759129278173334,46.69,0.6817,0.7958968831168831,0.13151929136319288,77214.95699135585
Dawn-Fenix,419,78110.882,75213.362,Dawn,Fenix,-2897.520000000004,2897.520000000004,0.9629050405550407,3.85,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Aegis-Boreas,82,137849.407,131823.213,Aegis,Boreas,-6026.194000000018,6026.194000000018,0.9562842225356833,4.57,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Caelum-Dawn,100,399109.417,418035.048,Caelum,Dawn,18925.630999999994,18925.630999999994,1.0474196553472954,4.53,0.9567,0.9804744471744471,0.05446466415035868,-6484.057433327288
Caelum-Dawn,481,270140.521,262661.675,Caelum,Dawn,-7478.84600000002,7478.84600000002,0.9723149789882873,2.85,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Dawn-Elysium,293,252210.336,247164.871,Dawn,Elysium,-5045.4649999999965,5045.4649999999965,0.9799950109895575,2.04,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Dawn-Elysium,29,423289.83,408295.831,Dawn,Elysium,-14993.99900000001,14993.99900000001,0.9645774645707883,3.67,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Elysium-Fenix,133,254166.774,246576.066,Elysium,Fenix,-7590.708000000013,7590.708000000013,0.9701349319561337,3.08,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Elysium-Fenix,14,164607.094,170240.341,Elysium,Fenix,5633.246999999974,5633.246999999974,1.034222382906535,3.31,0.968,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Fenix,403,92682.539,152965.946,Boreas,Fenix,60283.40699999999,60283.40699999999,1.6504289551238986,39.41,0.7173,0.8068014354066986,0.13514659878591953,61601.108196475456
Aegis-Boreas,423,90552.814,87796.645,Aegis,Boreas,-2756.1689999999944,2756.1689999999944,0.9695628564342573,3.14,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Dawn-Fenix,189,91403.093,91341.047,Dawn,Fenix,-62.045999999987544,62.045999999987544,0.9993211827087735,0.07,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Boreas-Dawn,404,83945.73,81017.799,Boreas,Dawn,-2927.930999999997,2927.930999999997,0.9651211443393249,3.61,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Dawn-Fenix,439,181051.24749094708,200960.93,Dawn,Fenix,19909.682509052916,19909.682509052916,1.1099671103345943,9.91,0.9099,0.9823136476426799,0.04646098172906777,-362.5543768567232
Boreas-Dawn,30,137430.948,144622.468,Boreas,Dawn,7191.5199999999895,7191.5199999999895,1.0523282426895577,4.97,0.9526,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Fenix,251,189868.279,196931.511,Caelum,Fenix,7063.231999999989,7063.231999999989,1.0372006953304715,3.59,0.9654,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Dawn,65,92021.237,96360.033,Boreas,Dawn,4338.796000000002,4338.796000000002,1.0471499421378132,4.5,0.9569,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Fenix,436,181051.24749094708,125934.707,Caelum,Fenix,-55116.54049094708,55116.54049094708,0.6955749200584601,43.77,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Fenix,249,168728.79,160959.158,Boreas,Fenix,-7769.632000000012,7769.632000000012,0.9539519485678762,4.83,1.0,0.8068014354066986,0.13514659878591953,61601.108196475456
Aegis-Dawn,339,429369.646,449844.615,Aegis,Dawn,20474.968999999983,20474.968999999983,1.0476861119334924,4.55,0.9565,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Aegis-Dawn,0,129736.394,135098.16,Aegis,Dawn,5361.766000000003,5361.766000000003,1.0413281565387118,3.97,0.9618,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Fenix,30,150925.289,146424.032,Caelum,Fenix,-4501.256999999983,4501.256999999983,0.9701755946281475,3.07,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Boreas,141,72024.048,73437.329,Aegis,Boreas,1413.2810000000027,1413.2810000000027,1.0196223489132408,1.92,0.9811,0.9849621693121693,0.03408513950102227,-4121.568080328588
Dawn-Elysium,449,123196.582,122785.592,Dawn,Elysium,-410.9899999999907,410.9899999999907,0.9966639496540578,0.33,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Boreas-Fenix,105,396471.546,395948.162,Boreas,Fenix,-523.3839999999618,523.3839999999618,0.9986798951771435,0.13,1.0,0.8068014354066986,0.13514659878591953,61601.108196475456
Caelum-Elysium,5,149317.229,149585.523,Caelum,Elysium,268.2939999999944,268.2939999999944,1.001796805377362,0.18,0.9982,0.9780398457583547,0.06003094589396874,1753.5802267796134
Aegis-Elysium,377,224909.745,236623.966,Aegis,Elysium,11714.22099999999,11714.22099999999,1.0520840971119325,4.95,0.9528,0.7958968831168831,0.13151929136319288,77214.95699135585
Dawn-Elysium,161,216578.893,207064.899,Dawn,Elysium,-9513.994000000006,9513.994000000006,0.9560714626055458,4.59,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Elysium-Fenix,382,190655.472,186641.012,Elysium,Fenix,-4014.460000000021,4014.460000000021,0.978943903587514,2.15,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Elysium,266,178594.748,185445.682,Boreas,Elysium,6850.934000000008,6850.934000000008,1.038360220984774,3.69,0.9644,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Dawn-Fenix,340,70896.69,69657.45,Dawn,Fenix,-1239.2400000000052,1239.2400000000052,0.9825204815626793,1.78,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Aegis-Elysium,138,133123.839,244585.318,Aegis,Elysium,111461.47899999999,111461.47899999999,1.837276627817201,45.57,0.6869,0.7958968831168831,0.13151929136319288,77214.95699135585
Boreas-Elysium,257,120896.954,122260.747,Boreas,Elysium,1363.7930000000051,1363.7930000000051,1.0112806233315026,1.12,0.989,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Dawn-Fenix,445,117177.834,112080.365,Dawn,Fenix,-5097.468999999997,5097.468999999997,0.956498009683299,4.55,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Boreas-Dawn,287,94962.928,92044.458,Boreas,Dawn,-2918.470000000001,2918.470000000001,0.9692672702762493,3.17,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Elysium,134,171349.576,180323.734,Caelum,Elysium,8974.157999999996,8974.157999999996,1.0523733890068103,4.98,0.9526,0.9780398457583547,0.06003094589396874,1753.5802267796134
Aegis-Dawn,50,196823.752,204788.755,Aegis,Dawn,7965.002999999997,7965.002999999997,1.0404676921309781,3.89,0.9626,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Aegis-Boreas,459,72477.578,69129.045,Aegis,Boreas,-3348.532999999996,3348.532999999996,0.9537990494108399,4.84,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Boreas-Elysium,19,91908.027,96177.057,Boreas,Elysium,4269.029999999999,4269.029999999999,1.0464489353035509,4.44,0.9575,0.9804581280788177,0.05527648369623914,-1839.5134922540726
