link_id,tick,load_units,load_ratio,status,observed_latency_ms
Caelum-Elysium,299,28.8,0.3476,ok,197803.722
Aegis-Boreas,162,24.5,0.1178,ok,63212.956
Boreas-Elysium,408,94.9,0.4627,ok,213394.621
Dawn-Fenix,196,51.5,0.3278,ok,105516.942
Caelum-Elysium,357,35.9,0.4324,ok,251131.078
Aegis-Elysium,140,96.0,0.4752,ok,357796.318
Caelum-Elysium,97,23.1,0.2784,ok,167781.537
Boreas-Elysium,433,30.7,0.1497,ok,103605.057
Dawn-Fenix,72,104.7,0.6671,ok,354357.167
Aegis-Boreas,296,5.5,0.0263,ok,59397.284
Aegis-Dawn,472,13.5,0.1375,ok,126696.9
Caelum-Dawn,439,57.5,0.6245,ok,457746.655
Dawn-Elysium,155,22.0,0.3192,ok,148490.349
Caelum-Dawn,241,22.6,0.2453,ok,138350.198
Caelum-Elysium,134,22.0,0.2649,ok,164760.735
Dawn-Fenix,439,41.9,0.2671,ok,92198.017
Caelum-Fenix,449,71.5,0.5627,ok,351926.581
Caelum-Dawn,214,19.2,0.2091,ok,131564.625
Elysium-Fenix,407,37.8,0.2486,ok,199951.375
Aegis-Dawn,484,45.5,0.4642,ok,260518.764
Boreas-Elysium,468,33.2,0.1622,ok,104053.535
Dawn-Elysium,267,34.5,0.4998,ok,253494.088
Dawn-Fenix,171,61.8,0.3934,ok,123865.006
Elysium-Fenix,94,29.3,0.1927,ok,183913.25
Boreas-Dawn,276,114.8,0.5685,ok,221223.999
Elysium-Fenix,149,70.5,0.464,ok,364287.41
Caelum-Fenix,15,43.4,0.342,ok,170787.07
Caelum-Fenix,130,72.8,0.573,ok,368914.757
Caelum-Elysium,317,13.2,0.159,ok,138035.708
Dawn-Elysium,183,16.5,0.2393,ok,124388.247
Aegis-Elysium,31,15.1,0.0747,ok,160801.61
Caelum-Elysium,319,14.1,0.1697,ok,136231.985
Boreas-Fenix,474,34.160000000000004,0.2604,ok,166714.199
Dawn-Elysium,296,16.6,0.2402,ok,125475.71
Elysium-Fenix,227,42.7,0.2808,ok,223346.826
Aegis-Elysium,27,70.3,0.3481,ok,233862.409
Dawn-Elysium,22,27.9,0.4044,ok,181125.335
Elysium-Fenix,208,24.8,0.1633,ok,177372.953
Dawn-Fenix,454,136.9,0.8717,ok,1328861.224
Caelum-Dawn,304,20.6,0.2244,ok,135090.084
Caelum-Fenix,289,32.8,0.2582,ok,140316.31
Caelum-Elysium,495,53.3,0.6426,ok,568342.01
Dawn-Elysium,50,3.0,0.043,ok,97995.777
Caelum-Dawn,276,8.7,0.0946,ok,116220.451
Dawn-Elysium,261,30.0,0.4342,ok,200367.029
Boreas-Dawn,26,99.8,0.4941,ok,169714.04
Aegis-Elysium,464,67.3,0.3331,ok,228950.874
Aegis-Boreas,272,40.0,0.1924,ok,66068.269
Boreas-Fenix,372,28.8,0.1703,ok,150381.572
Caelum-Dawn,257,57.6,0.6256,ok,463142.377
Boreas-Fenix,313,65.0,0.3848,ok,73787.773
Aegis-Dawn,471,37.1,0.3781,ok,199018.3
Caelum-Fenix,169,30.5,0.2401,ok,137536.656
Caelum-Dawn,223,60.0,0.6517,ok,517926.145
Boreas-Fenix,14,94.1,0.5569,ok,420699.263
Boreas-Elysium,287,127.2,0.6206,ok,390173.934
Elysium-Fenix,16,70.1,0.461,ok,359587.186
Aegis-Boreas,254,59.2,0.2844,ok,83036.77
Boreas-Dawn,166,47.2,0.2338,ok,86339.44
Boreas-Dawn,340,80.5,0.3986,ok,123901.856
Elysium-Fenix,332,77.2,0.5077,ok,418749.357
Caelum-Elysium,316,28.1,0.3387,ok,189702.692
Aegis-Dawn,464,42.9,0.4381,ok,238085.547
Caelum-Dawn,186,19.6,0.2131,ok,131759.273
Aegis-Boreas,276,10.1,0.0487,ok,60692.364
Aegis-Dawn,198,21.8,0.2228,ok,137358.125
Elysium-Fenix,452,23.3,0.1533,ok,176778.113
Boreas-Elysium,1,62.4,0.3042,ok,136083.732
Caelum-Fenix,119,68.0,0.5355,ok,320095.16
Aegis-Elysium,210,82.8,0.4098,ok,283266.907
Elysium-Fenix,271,42.8,0.2813,ok,213775.466
Caelum-Fenix,499,23.7,0.1867,ok,128197.954
Boreas-Fenix,317,62.0,0.367,ok,217946.937
Boreas-Fenix,209,109.4,0.6473,ok,613693.471
Dawn-Fenix,73,80.3,0.5113,ok,183133.843
Boreas-Dawn,366,77.4,0.3834,ok,117841.429
Boreas-Fenix,27,55.4,0.3277,ok,198882.734
Boreas-Elysium,420,30.8,0.1502,ok,106151.797
Boreas-Fenix,449,57.2,0.3383,ok,200790.786
Caelum-Fenix,56,18.3,0.1444,ok,120708.91
Boreas-Elysium,6,28.2,0.1377,ok,106153.873
Aegis-Dawn,137,27.6,0.2816,ok,155481.086
Caelum-Dawn,268,29.6,0.3215,ok,158572.079
Boreas-Elysium,377,108.3,0.5282,ok,271661.314
Boreas-Fenix,150,52.3,0.3097,ok,188275.64
Aegis-Boreas,41,35.3,0.1696,ok,65144.068
Boreas-Dawn,489,38.8,0.1919,ok,78729.383
Boreas-Dawn,224,18.360000000000003,0.1152,ok,72934.822
Elysium-Fenix,289,16.4,0.1077,ok,171550.391
Aegis-Boreas,266,59.0,0.2838,ok,80084.697
Boreas-Fenix,48,24.3,0.1436,ok,146434.447
Aegis-Dawn,384,23.3,0.1635,ok,129749.76
Boreas-Fenix,451,97.0,0.5738,ok,444655.067
Caelum-Fenix,395,59.2,0.4664,ok,248242.204
Dawn-Fenix,84,15.6,0.0993,ok,74124.497
Caelum-Dawn,492,28.5,0.3096,ok,159731.408
Aegis-Elysium,292,44.3,0.2192,ok,181216.462
Aegis-Elysium,182,121.2,0.6001,ok,567540.808
Caelum-Dawn,351,8.2,0.0896,ok,116893.18
Boreas-Elysium,61,70.3,0.3431,ok,150007.228
Aegis-Dawn,80,56.3,0.574,ok,389608.295
Aegis-Dawn,445,17.1,0.1747,ok,132038.499
Boreas-Fenix,233,12.4,0.0732,ok,136415.38
Aegis-Dawn,4,33.9,0.3457,ok,176068.749
Boreas-Elysium,320,48.8,0.2382,ok,119035.82
Aegis-Elysium,384,43.8,0.2167,ok,181490.108
Elysium-Fenix,22,25.5,0.1675,ok,182047.0
Boreas-Fenix,172,35.7,0.2114,ok,153995.081
Aegis-Boreas,8,28.0,0.1348,ok,63452.47
Boreas-Elysium,429,21.4,0.1046,ok,99827.004
Dawn-Fenix,78,43.5,0.2773,ok,94529.877
Caelum-Fenix,379,79.4,0.6255,ok,458582.163
Dawn-Fenix,150,83.5,0.5316,ok,198417.993
Dawn-Fenix,269,40.6,0.2584,ok,87587.701
Boreas-Dawn,19,27.2,0.1347,ok,72214.194
Aegis-Elysium,260,8.3,0.0412,ok,153605.091
Boreas-Fenix,40,82.1,0.486,ok,316649.184
Boreas-Fenix,268,54.9,0.3248,ok,192928.393
Boreas-Dawn,400,35.0,0.1732,ok,75726.231
Boreas-Fenix,348,83.2,0.4923,ok,328182.687
Aegis-Dawn,305,15.8,0.161,ok,124152.096
Boreas-Elysium,384,73.7,0.3593,ok,157491.62
Aegis-Elysium,57,92.2,0.4564,ok,330972.807
Caelum-Elysium,329,15.5,0.1868,ok,139538.483
Caelum-Dawn,327,4.9,0.0536,ok,113147.509
Boreas-Elysium,85,28.1,0.1369,ok,104119.341
Aegis-Elysium,340,38.8,0.1921,ok,172318.789
Boreas-Dawn,368,91.5,0.4531,ok,147716.183
Caelum-Fenix,226,57.0,0.4486,ok,233389.988
Aegis-Boreas,465,61.5,0.2958,ok,83391.094
Aegis-Dawn,419,35.1,0.3584,ok,189701.747
Dawn-Fenix,345,15.8,0.1007,ok,73185.98
Boreas-Fenix,349,48.8,0.2887,ok,182394.361
Aegis-Dawn,314,11.5,0.117,ok,123310.255
Boreas-Fenix,271,65.0,0.3845,ok,228930.411
Elysium-Fenix,322,43.1,0.2838,ok,122241.389
Boreas-Dawn,331,37.1,0.1835,ok,77059.254
Boreas-Elysium,228,111.3,0.5428,ok,282203.946
Caelum-Elysium,257,11.3,0.1365,ok,138369.155
Caelum-Fenix,83,38.0,0.299,ok,153211.425
Boreas-Fenix,37,30.7,0.1814,ok,152665.533
Elysium-Fenix,352,37.2,0.213,ok,194740.153
Dawn-Fenix,167,23.7,0.1507,ok,76967.822
Aegis-Dawn,423,28.1,0.2865,ok,158644.523
Caelum-Elysium,29,25.1,0.3026,ok,174865.701
Aegis-Elysium,143,25.9,0.1284,ok,163879.71
Caelum-Fenix,336,7.0,0.0555,ok,107764.307
Caelum-Fenix,233,32.9,0.2338,ok,136591.761
Aegis-Dawn,52,47.6,0.4858,ok,283792.642
Dawn-Elysium,165,12.0,0.1739,ok,109437.246
Boreas-Fenix,52,69.7,0.4122,ok,253455.5
Dawn-Elysium,366,15.38,0.1,ok,102441.408
Caelum-Fenix,409,49.9,0.393,ok,199090.299
Caelum-Elysium,295,8.9,0.1071,ok,131872.333
Dawn-Elysium,412,48.1,0.6967,ok,584631.218
Boreas-Elysium,403,53.0,0.2587,ok,127270.498
Boreas-Dawn,306,72.6,0.3595,ok,112650.517
Aegis-Dawn,135,50.3,0.5136,ok,309776.632
Aegis-Dawn,94,19.1,0.1952,ok,135754.294
Caelum-Elysium,121,23.6,0.2838,ok,96972.477
Elysium-Fenix,427,30.4,0.2001,ok,188253.839
Aegis-Boreas,354,13.5,0.065,ok,61142.818
Caelum-Fenix,82,24.2,0.1905,ok,123506.272
Caelum-Fenix,272,52.2,0.4107,ok,207925.358
Aegis-Boreas,451,62.6,0.301,ok,82330.299
Boreas-Dawn,494,68.6,0.3398,ok,105117.5
Aegis-Boreas,102,58.1,0.2791,ok,80444.566
Elysium-Fenix,256,39.3,0.2585,ok,206748.823
Dawn-Fenix,368,84.5,0.5382,ok,200969.941
Boreas-Elysium,167,18.2,0.0889,ok,95561.846
Boreas-Dawn,107,87.6,0.4339,ok,134088.056
Caelum-Dawn,70,30.7,0.3337,ok,169883.013
Caelum-Fenix,2,14.8,0.1168,ok,118051.387
Dawn-Elysium,303,8.98,0.0565,ok,99054.818
Caelum-Dawn,187,16.82,0.152,ok,121447.81
Boreas-Dawn,87,22.5,0.1115,ok,73228.219
Aegis-Elysium,11,40.1,0.1986,ok,171974.933
Dawn-Fenix,488,51.1,0.3256,ok,106248.742
Aegis-Dawn,49,29.6,0.3021,ok,167080.728
Aegis-Boreas,183,35.4,0.1702,ok,68647.128
Boreas-Fenix,84,4.3,0.0253,ok,137232.014
Dawn-Elysium,20,7.5,0.1082,ok,41453.206
Dawn-Elysium,332,16.5,0.2398,ok,123587.54
Dawn-Fenix,136,55.8,0.3553,ok,113327.555
Aegis-Dawn,96,49.4,0.5036,ok,297094.386
Caelum-Dawn,411,32.0,0.3477,ok,176380.513
Aegis-Dawn,116,51.7,0.5274,ok,329052.463
Dawn-Elysium,476,39.6,0.5743,ok,337433.983
Caelum-Dawn,344,32.4,0.3524,ok,173190.504
Boreas-Elysium,488,72.2,0.3523,ok,154543.707
Elysium-Fenix,130,65.2,0.4291,ok,325368.65
Caelum-Fenix,327,14.7,0.1156,ok,119260.203
Elysium-Fenix,179,61.3,0.4036,ok,299382.31
Boreas-Elysium,317,28.639999999999997,0.233,ok,117794.733
Caelum-Dawn,484,27.5,0.2986,ok,155954.946
Boreas-Fenix,107,51.5,0.3048,ok,187301.936
Caelum-Elysium,243,27.2,0.3279,ok,187016.689
Aegis-Boreas,396,155.5,0.7478,ok,459586.25
Aegis-Dawn,389,55.9,0.5701,ok,386598.85
Boreas-Dawn,470,67.4,0.3335,ok,102224.021
Aegis-Boreas,381,87.6,0.4213,ok,115871.859
Caelum-Dawn,448,31.3,0.3397,ok,168725.955
Dawn-Elysium,6,39.239999999999995,0.255,ok,131783.139
Dawn-Fenix,169,12.5,0.1006,ok,70206.198
Aegis-Elysium,160,104.3,0.5164,ok,410377.84
Caelum-Dawn,493,12.5,0.1355,ok,116786.184
Boreas-Elysium,475,82.3,0.4015,ok,176205.198
Dawn-Fenix,272,25.2,0.1606,ok,78067.398
Aegis-Elysium,400,94.0,0.4651,ok,339221.712
Boreas-Elysium,298,134.7,0.6571,ok,466575.95
Dawn-Fenix,497,30.4,0.1937,ok,77910.922
Elysium-Fenix,287,64.0,0.4211,ok,316346.505
Dawn-Elysium,40,9.7,0.14,ok,107170.73
Boreas-Elysium,355,61.6,0.3003,ok,135578.591
Caelum-Elysium,479,16.9,0.2034,ok,143673.414
Elysium-Fenix,308,81.4,0.5353,ok,466273.477
Aegis-Elysium,229,40.2,0.199,ok,178454.901
Caelum-Elysium,20,61.4,0.7398,ok,929651.756
Caelum-Elysium,157,5.3,0.0643,ok,130797.93
Aegis-Elysium,491,54.4,0.2695,ok,202949.786
Boreas-Fenix,307,97.7,0.5782,ok,451624.066
Caelum-Dawn,182,43.9,0.4772,ok,256184.658
Caelum-Elysium,92,44.0,0.5296,ok,354776.462
Dawn-Elysium,475,5.3,0.0774,ok,102133.754
Boreas-Dawn,33,23.8,0.1178,ok,72821.171
Aegis-Dawn,413,35.7,0.3646,ok,189066.773
Boreas-Elysium,410,145.4,0.7093,ok,600589.815
Boreas-Fenix,262,67.8,0.4009,ok,238986.641
Dawn-Elysium,253,12.8,0.1857,ok,117031.142
Dawn-Fenix,437,26.7,0.1704,ok,76233.818
Aegis-Elysium,310,58.0,0.2873,ok,205541.988
Caelum-Dawn,190,75.8,0.8236,ok,1397542.12
Aegis-Dawn,376,40.8,0.4162,ok,222257.29
Caelum-Fenix,178,22.2,0.1746,ok,120199.125
Aegis-Dawn,105,23.9,0.2439,ok,144008.579
Aegis-Boreas,211,78.5,0.3775,ok,101770.817
Boreas-Dawn,216,54.2,0.2684,ok,89582.762
Boreas-Elysium,109,51.5,0.251,ok,121130.223
Aegis-Dawn,446,29.7,0.3035,ok,166361.366
Aegis-Dawn,156,31.3,0.3197,ok,171080.306
Caelum-Fenix,208,22.2,0.1746,ok,123465.49
Boreas-Elysium,68,71.0,0.3463,ok,152945.635
Aegis-Boreas,169,122.2,0.5876,ok,209328.5
Caelum-Fenix,297,10.6,0.0831,ok,116243.241
Caelum-Elysium,393,13.2,0.1594,ok,134064.506
Dawn-Fenix,387,50.4,0.3207,ok,102844.579
Caelum-Elysium,378,25.4,0.3055,ok,177740.623
Aegis-Dawn,142,30.5,0.3107,ok,169074.891
Aegis-Dawn,414,17.5,0.1784,ok,128986.82
Boreas-Dawn,0,57.8,0.286,ok,92863.997
Caelum-Dawn,106,63.1,0.6855,ok,611522.482
Caelum-Fenix,25,6.1,0.0482,ok,106304.176
Aegis-Dawn,69,8.9,0.0911,ok,117016.078
Dawn-Elysium,216,29.4,0.1726,ok,110643.637
Elysium-Fenix,50,46.5,0.306,ok,228941.147
Dawn-Fenix,48,50.5,0.3214,ok,104144.186
Caelum-Dawn,245,23.0,0.2505,ok,138569.593
Caelum-Elysium,112,17.8,0.1171,ok,130632.352
Dawn-Fenix,415,24.6,0.157,ok,77054.835
Dawn-Elysium,393,36.9,0.5341,ok,289794.18
Boreas-Fenix,485,28.1,0.1662,ok,145600.997
Boreas-Dawn,451,91.9,0.4551,ok,149181.359
Boreas-Fenix,279,76.5,0.4526,ok,287779.865
Elysium-Fenix,0,9.9,0.0651,ok,160726.808
Aegis-Dawn,167,43.7,0.4455,ok,106034.435
Dawn-Fenix,65,55.3,0.3519,ok,110633.128
Caelum-Fenix,63,15.0,0.1181,ok,114038.137
Elysium-Fenix,357,6.3,0.0417,ok,165554.79
Aegis-Dawn,163,9.5,0.0974,ok,123472.734
Dawn-Elysium,401,30.9,0.4483,ok,211912.474
Dawn-Elysium,3,38.4,0.5561,ok,319175.446
Boreas-Elysium,421,113.4,0.5532,ok,298198.775
Caelum-Fenix,62,52.3,0.4122,ok,209876.348
Caelum-Elysium,128,38.9,0.4684,ok,282200.933
Boreas-Elysium,196,17.3,0.0842,ok,99208.853
Caelum-Fenix,404,44.1,0.3469,ok,173752.858
Caelum-Fenix,186,57.0,0.4485,ok,232612.883
Aegis-Elysium,438,78.3,0.3876,ok,260852.788
Caelum-Elysium,360,24.6,0.2961,ok,169669.701
Aegis-Dawn,462,8.9,0.0912,ok,121173.703
Aegis-Dawn,68,34.3,0.3501,ok,187476.067
Boreas-Dawn,18,92.8,0.4594,ok,148205.561
Boreas-Fenix,432,61.6,0.3648,ok,220873.291
Boreas-Fenix,229,51.839999999999996,0.4998,ok,333009.637
Boreas-Dawn,491,10.0,0.0497,ok,66333.027
Boreas-Fenix,381,89.9,0.5319,ok,377481.91
Boreas-Elysium,124,74.8,0.3649,ok,158875.04
Boreas-Elysium,414,105.3,0.5138,ok,254129.563
Boreas-Dawn,475,107.08,0.6326,ok,293350.433
Boreas-Dawn,217,12.5,0.0617,ok,69636.898
Aegis-Elysium,18,57.8,0.44,ok,309738.541
Elysium-Fenix,263,12.0,0.0789,ok,171448.109
Boreas-Elysium,197,10.0,0.0489,ok,99920.15
Dawn-Fenix,209,10.3,0.0655,ok,70665.486
Dawn-Elysium,76,25.9,0.3757,ok,170051.983
Dawn-Fenix,386,31.3,0.1996,ok,81724.561
Elysium-Fenix,454,45.8,0.301,ok,228484.787
Aegis-Dawn,372,27.3,0.2782,ok,161698.132
Aegis-Dawn,125,59.8,0.6101,ok,457030.84
Boreas-Elysium,293,112.4,0.5481,ok,292472.981
Dawn-Elysium,271,6.5200000000000005,0.0437,ok,102452.289
Dawn-Elysium,466,35.4,0.5124,ok,264166.523
Elysium-Fenix,107,54.2,0.3568,ok,263316.515
Boreas-Dawn,154,26.8,0.1326,ok,75033.821
Dawn-Fenix,103,22.2,0.1415,ok,75632.181
Caelum-Dawn,437,26.8,0.2918,ok,151294.267
Caelum-Elysium,204,6.24,0.041,ok,123883.474
Aegis-Elysium,121,95.8,0.4741,ok,349006.658
Boreas-Dawn,360,79.2,0.3923,ok,121121.968
Elysium-Fenix,262,6.0,0.0392,ok,161284.788
Aegis-Elysium,346,71.5,0.3539,ok,247252.591
Caelum-Fenix,155,16.3,0.1281,ok,116343.126
Elysium-Fenix,153,13.4,0.0883,ok,166642.165
Elysium-Fenix,201,96.2,0.6329,ok,702226.215
Boreas-Dawn,423,94.1,0.4658,ok,151656.153
Dawn-Fenix,74,55.4,0.3532,ok,109915.342
Aegis-Elysium,66,68.6,0.3398,ok,233377.717
Aegis-Elysium,16,41.6,0.2059,ok,174581.008
Aegis-Elysium,390,112.5,0.5569,ok,477341.723
Elysium-Fenix,341,54.6,0.3591,ok,259874.043
Aegis-Boreas,495,74.3,0.357,ok,94421.752
Boreas-Fenix,439,64.6,0.3824,ok,225565.147
Dawn-Fenix,337,59.2,0.377,ok,118604.569
Boreas-Dawn,226,92.8,0.4594,ok,147297.228
Elysium-Fenix,68,53.8,0.354,ok,252400.284
Dawn-Fenix,123,106.4,0.678,ok,374137.417
Boreas-Fenix,145,60.3,0.3567,ok,211845.194
Dawn-Fenix,218,94.6,0.6027,ok,264548.315
Caelum-Dawn,366,31.5,0.3423,ok,171328.972
Caelum-Elysium,8,20.1,0.2421,ok,155172.191
Aegis-Elysium,439,40.3,0.1997,ok,178810.915
Aegis-Dawn,268,31.4,0.3205,ok,169607.182
Dawn-Elysium,109,5.6,0.0807,ok,104554.613
Caelum-Fenix,363,89.6,0.5652,ok,361080.279
Aegis-Dawn,406,59.6,0.6077,ok,454857.853
Caelum-Dawn,107,47.6,0.5169,ok,297393.741
Aegis-Elysium,198,84.8,0.4199,ok,286852.116
Aegis-Elysium,43,1.5,0.0073,ok,63360.079
Aegis-Elysium,401,31.4,0.1556,ok,168365.001
Aegis-Dawn,63,22.2,0.2264,ok,140579.812
Aegis-Elysium,153,102.7,0.5083,ok,395125.554
Aegis-Elysium,189,48.7,0.241,ok,192953.907
Elysium-Fenix,312,12.4,0.0818,ok,171862.153
Caelum-Elysium,189,32.1,0.3873,ok,216528.78
Boreas-Elysium,368,14.0,0.0685,ok,99904.129
Dawn-Elysium,346,18.3,0.2646,ok,131925.92
Caelum-Dawn,95,46.6,0.5062,ok,282483.228
Aegis-Boreas,61,83.1,0.3995,ok,106653.281
Caelum-Elysium,418,23.6,0.2842,ok,169162.533
Boreas-Elysium,31,35.6,0.1737,ok,102833.1
Dawn-Fenix,458,67.1,0.4275,ok,137891.194
Elysium-Fenix,417,10.3,0.0678,ok,169657.137
Elysium-Fenix,26,52.4,0.3444,ok,252534.336
Boreas-Fenix,442,15.3,0.0903,ok,140444.348
Dawn-Fenix,190,72.1,0.4593,ok,150959.493
Caelum-Dawn,283,21.4,0.2321,ok,137272.353
Aegis-Elysium,129,37.3,0.1848,ok,172963.911
Dawn-Elysium,32,12.4,0.1794,ok,113993.354
Elysium-Fenix,204,27.3,0.1798,ok,187178.239
Elysium-Fenix,43,16.0,0.1054,ok,165335.703
Dawn-Fenix,101,53.8,0.343,ok,108250.716
Boreas-Fenix,249,49.6,0.2936,ok,186680.752
Caelum-Dawn,380,66.2,0.7199,ok,733653.006
Caelum-Dawn,271,52.1,0.5665,ok,364652.551
Aegis-Dawn,482,33.7,0.3436,ok,184171.291
Aegis-Elysium,131,27.1,0.1343,ok,161834.552
Aegis-Boreas,194,91.3,0.4391,ok,121846.061
Dawn-Elysium,418,26.9,0.3893,ok,177273.058
Caelum-Fenix,0,19.5,0.1534,ok,120367.491
Boreas-Elysium,184,47.9,0.2336,ok,114837.112
Boreas-Elysium,359,97.7,0.4764,ok,225036.076
Caelum-Elysium,38,30.4,0.3667,ok,207328.35
Elysium-Fenix,363,50.9,0.3349,ok,245947.247
Boreas-Elysium,119,113.8,0.5552,ok,295946.049
Caelum-Elysium,140,50.519999999999996,0.3576,ok,202330.196
Boreas-Dawn,62,24.7,0.1223,ok,71509.301
Dawn-Elysium,103,9.7,0.1404,ok,108412.733
Aegis-Boreas,234,32.8,0.1579,ok,64518.643
Aegis-Elysium,60,22.5,0.1112,ok,159270.868
Boreas-Fenix,201,121.4,0.7183,ok,869525.443
Boreas-Elysium,21,37.8,0.1844,ok,109545.15
Caelum-Fenix,161,84.0,0.6612,ok,547509.878
Dawn-Fenix,381,66.2,0.4215,ok,133507.465
Aegis-Elysium,473,25.5,0.1262,ok,161558.053
Boreas-Elysium,288,87.6,0.4275,ok,188895.695
Aegis-Dawn,226,14.8,0.1511,ok,126164.45
Aegis-Elysium,179,94.5,0.468,ok,341357.837
Caelum-Fenix,410,53.9,0.4244,ok,217297.385
Caelum-Elysium,467,27.2,0.3281,ok,192125.259
Boreas-Dawn,363,24.9,0.1233,ok,73809.368
Boreas-Fenix,253,83.9,0.4966,ok,333003.183
Caelum-Dawn,231,40.7,0.442,ok,227924.424
Dawn-Elysium,325,9.3,0.135,ok,107329.419
Aegis-Elysium,84,33.6,0.1665,ok,177294.08
Elysium-Fenix,313,31.1,0.2049,ok,188953.783
Boreas-Elysium,366,39.3,0.1919,ok,110426.521
Dawn-Elysium,324,18.9,0.2738,ok,133893.728
Elysium-Fenix,423,79.7,0.5242,ok,449084.561
Aegis-Boreas,321,32.5,0.1561,ok,67251.998
Boreas-Fenix,269,18.9,0.1117,ok,138900.495
Boreas-Elysium,391,87.5,0.427,ok,192780.106
Caelum-Fenix,340,47.6,0.375,ok,187085.89
Caelum-Fenix,280,34.4,0.2708,ok,148657.511
Boreas-Fenix,164,61.1,0.3617,ok,216584.83
Aegis-Elysium,485,44.3,0.2195,ok,182767.327
Aegis-Elysium,83,16.3,0.0807,ok,155935.339
Boreas-Elysium,266,97.7,0.4767,ok,221576.764
Caelum-Dawn,118,51.2,0.3078,ok,154648.205
Caelum-Dawn,278,16.7,0.1813,ok,124326.307
Dawn-Elysium,483,18.2,0.2632,ok,129202.238
Boreas-Dawn,336,60.6,0.3001,ok,97743.128
Caelum-Fenix,237,42.7,0.3361,ok,164855.895
Caelum-Elysium,320,17.0,0.2043,ok,145867.097
Caelum-Elysium,164,39.2,0.4717,ok,288283.596
Caelum-Dawn,478,7.4,0.0808,ok,114147.243
Boreas-Fenix,137,27.1,0.1605,ok,146953.062
Aegis-Dawn,412,43.6,0.4452,ok,245829.333
Dawn-Fenix,61,10.7,0.0681,ok,69826.935
Caelum-Fenix,489,20.1,0.1583,ok,121276.569
Boreas-Dawn,76,26.8,0.1325,ok,70557.418
Boreas-Elysium,15,64.9,0.3168,ok,144165.829
Aegis-Boreas,467,59.4,0.2856,ok,80191.047
Dawn-Elysium,431,11.6,0.1686,ok,114495.154
Dawn-Elysium,398,21.0,0.3038,ok,144168.639
Elysium-Fenix,456,57.4,0.3774,ok,282146.303
Caelum-Elysium,72,33.7,0.4056,ok,233477.215
Aegis-Boreas,372,8.2,0.0394,ok,61756.596
Boreas-Elysium,292,25.0,0.1218,ok,98957.73
Aegis-Elysium,191,55.5,0.2749,ok,552403.116
Dawn-Elysium,282,25.4,0.3681,ok,166229.418
Boreas-Elysium,260,72.6,0.3543,ok,152550.322
Boreas-Dawn,417,14.4,0.0711,ok,70065.948
Aegis-Elysium,101,58.0,0.2872,ok,211111.875
Boreas-Fenix,74,39.08,0.2418,ok,162542.979
Aegis-Boreas,23,58.9,0.2832,ok,79816.536
Boreas-Elysium,164,146.2,0.7133,ok,616024.493
Boreas-Dawn,228,70.1,0.347,ok,108474.987
Dawn-Elysium,180,28.2,0.4094,ok,186419.245
Caelum-Fenix,326,44.7,0.3516,ok,175435.171
Boreas-Fenix,366,61.2,0.3619,ok,220111.659
Caelum-Elysium,446,23.9,0.2876,ok,171797.654
Dawn-Elysium,378,14.8,0.2141,ok,117774.0
Boreas-Fenix,82,57.3,0.3393,ok,204054.884
Boreas-Elysium,439,12.1,0.0588,ok,98642.46
Aegis-Boreas,480,49.2,0.2365,ok,72801.42
Aegis-Elysium,117,7.0,0.0348,ok,157003.115
Aegis-Boreas,92,131.6,0.6325,ok,256867.416
Aegis-Elysium,499,109.4,0.5414,ok,441263.223
Caelum-Elysium,88,30.1,0.3629,ok,200899.283
Aegis-Boreas,290,49.5,0.238,ok,76486.661
Boreas-Fenix,98,34.0,0.2011,ok,152734.999
Aegis-Boreas,482,18.8,0.0906,ok,60863.138
Aegis-Boreas,220,18.2,0.0874,ok,61478.054
Boreas-Fenix,206,41.2,0.2439,ok,165491.915
Caelum-Dawn,393,49.5,0.5378,ok,321265.667
Caelum-Dawn,38,2.8,0.0306,ok,110460.477
Boreas-Fenix,199,36.8,0.2175,ok,155635.172
Aegis-Elysium,434,42.9,0.2123,ok,176132.658
Aegis-Boreas,242,34.4,0.1655,ok,66099.369
Caelum-Elysium,263,22.1,0.2668,ok,169039.423
Aegis-Dawn,121,16.7,0.17,ok,126855.951
Dawn-Fenix,297,129.7,0.8259,ok,901603.425
Boreas-Elysium,360,56.4,0.2751,ok,129322.911
Dawn-Elysium,375,7.9,0.1151,ok,108063.912
Boreas-Elysium,393,27.6,0.1346,ok,100644.161
Aegis-Dawn,189,11.2,0.1146,ok,122782.765
Elysium-Fenix,450,115.5,0.7597,ok,1345420.676
Boreas-Elysium,396,25.6,0.125,ok,101695.091
Elysium-Fenix,158,86.6,0.5696,ok,534886.423
Caelum-Fenix,315,80.5,0.6336,ok,478820.234
Caelum-Elysium,35,14.2,0.1713,ok,142618.936
Dawn-Fenix,470,12.9,0.0819,ok,73459.491
Elysium-Fenix,10,39.9,0.2626,ok,204607.9
Caelum-Dawn,124,25.8,0.2806,ok,146135.726
Dawn-Fenix,333,49.0,0.3119,ok,99655.587
Aegis-Dawn,312,29.4,0.3,ok,160317.758
Boreas-Fenix,161,104.0,0.6152,ok,533313.45
Caelum-Fenix,454,17.9,0.1412,ok,121922.732
Caelum-Fenix,484,20.9,0.1645,ok,124823.565
Dawn-Elysium,235,26.2,0.3801,ok,172870.249
Dawn-Fenix,443,34.5,0.22,ok,82999.391
Dawn-Fenix,236,37.7,0.2401,ok,87853.489
